0.000000000000000000e+00 1.000000000000000000e+00
6.279051952931337388e-02 9.980267284282715590e-01
1.253332335643042583e-01 9.921147013144778759e-01
1.873813145857246010e-01 9.822872507286887211e-01
2.486898871648547948e-01 9.685831611286310761e-01
3.090169943749473958e-01 9.510565162951535312e-01
3.681245526846779192e-01 9.297764858882514583e-01
4.257792915650727150e-01 9.048270524660194658e-01
4.817536741017153235e-01 8.763066800438635839e-01
5.358267949789966567e-01 8.443279255020150753e-01
5.877852522924731371e-01 8.090169943749474513e-01
6.374239897486896345e-01 7.705132427757892533e-01
6.845471059286886151e-01 7.289686274214115524e-01
7.289686274214115524e-01 6.845471059286886151e-01
7.705132427757892533e-01 6.374239897486896345e-01
8.090169943749474513e-01 5.877852522924731371e-01
8.443279255020150753e-01 5.358267949789965456e-01
8.763066800438636950e-01 4.817536741017151569e-01
9.048270524660195768e-01 4.257792915650726595e-01
9.297764858882513472e-01 3.681245526846780858e-01
9.510565162951535312e-01 3.090169943749474513e-01
9.685831611286310761e-01 2.486898871648549614e-01
9.822872507286886101e-01 1.873813145857247398e-01
9.921147013144778759e-01 1.253332335643042583e-01
9.980267284282715590e-01 6.279051952931352654e-02
1.000000000000000000e+00 6.123233995736766036e-17
9.980267284282715590e-01 -6.279051952931340164e-02
9.921147013144777649e-01 -1.253332335643043693e-01
9.822872507286886101e-01 -1.873813145857248230e-01
9.685831611286311871e-01 -2.486898871648546283e-01
9.510565162951536422e-01 -3.090169943749473402e-01
9.297764858882514583e-01 -3.681245526846779748e-01
9.048270524660194658e-01 -4.257792915650727150e-01
8.763066800438634729e-01 -4.817536741017154345e-01
8.443279255020149643e-01 -5.358267949789968787e-01
8.090169943749474513e-01 -5.877852522924730261e-01
7.705132427757892533e-01 -6.374239897486897455e-01
7.289686274214114414e-01 -6.845471059286887261e-01
6.845471059286888371e-01 -7.289686274214113304e-01
6.374239897486898565e-01 -7.705132427757891422e-01
5.877852522924732481e-01 -8.090169943749473402e-01
5.358267949789966567e-01 -8.443279255020150753e-01
4.817536741017156010e-01 -8.763066800438634729e-01
4.257792915650728816e-01 -9.048270524660193548e-01
3.681245526846781413e-01 -9.297764858882513472e-01
3.090169943749475068e-01 -9.510565162951535312e-01
2.486898871648548226e-01 -9.685831611286310761e-01
1.873813145857245732e-01 -9.822872507286887211e-01
1.253332335643045359e-01 -9.921147013144777649e-01
6.279051952931358205e-02 -9.980267284282715590e-01
1.224646799147353207e-16 -1.000000000000000000e+00
-6.279051952931334613e-02 -9.980267284282715590e-01
-1.253332335643042861e-01 -9.921147013144778759e-01
-1.873813145857247675e-01 -9.822872507286886101e-01
-2.486898871648550169e-01 -9.685831611286310761e-01
-3.090169943749477288e-01 -9.510565162951535312e-01
-3.681245526846783078e-01 -9.297764858882512362e-01
-4.257792915650726595e-01 -9.048270524660194658e-01
-4.817536741017149904e-01 -8.763066800438636950e-01
-5.358267949789964346e-01 -8.443279255020151863e-01
-5.877852522924730261e-01 -8.090169943749474513e-01
-6.374239897486896345e-01 -7.705132427757892533e-01
-6.845471059286887261e-01 -7.289686274214115524e-01
-7.289686274214113304e-01 -6.845471059286889481e-01
-7.705132427757893643e-01 -6.374239897486895234e-01
-8.090169943749473402e-01 -5.877852522924732481e-01
-8.443279255020152974e-01 -5.358267949789963236e-01
-8.763066800438635839e-01 -4.817536741017152679e-01
-9.048270524660197989e-01 -4.257792915650721599e-01
-9.297764858882514583e-01 -3.681245526846778082e-01
-9.510565162951535312e-01 -3.090169943749475623e-01
-9.685831611286309650e-01 -2.486898871648552944e-01
-9.822872507286887211e-01 -1.873813145857246287e-01
-9.921147013144777649e-01 -1.253332335643045914e-01
-9.980267284282715590e-01 -6.279051952931320735e-02
-1.000000000000000000e+00 -1.836970198721029688e-16
-9.980267284282715590e-01 6.279051952931283265e-02
-9.921147013144778759e-01 1.253332335643042306e-01
-9.822872507286887211e-01 1.873813145857242679e-01
-9.685831611286310761e-01 2.486898871648549336e-01
-9.510565162951536422e-01 3.090169943749472292e-01
-9.297764858882512362e-01 3.681245526846782523e-01
-9.048270524660195768e-01 4.257792915650726040e-01
-8.763066800438633619e-01 4.817536741017157120e-01
-8.443279255020155194e-01 5.358267949789959905e-01
-8.090169943749475623e-01 5.877852522924729151e-01
-7.705132427757895863e-01 6.374239897486893014e-01
-7.289686274214115524e-01 6.845471059286886151e-01
-6.845471059286889481e-01 7.289686274214112194e-01
-6.374239897486896345e-01 7.705132427757893643e-01
-5.877852522924733591e-01 8.090169943749473402e-01
-5.358267949789963236e-01 8.443279255020151863e-01
-4.817536741017153235e-01 8.763066800438635839e-01
-4.257792915650722154e-01 9.048270524660196878e-01
-3.681245526846778637e-01 9.297764858882514583e-01
-3.090169943749476733e-01 9.510565162951535312e-01
-2.486898871648553500e-01 9.685831611286309650e-01
-1.873813145857246842e-01 9.822872507286887211e-01
-1.253332335643046469e-01 9.921147013144777649e-01
-6.279051952931326286e-02 9.980267284282715590e-01
-2.449293598294706414e-16 1.000000000000000000e+00
6.279051952931277714e-02 9.980267284282715590e-01
1.253332335643041751e-01 9.921147013144778759e-01
1.873813145857242124e-01 9.822872507286887211e-01
2.486898871648548781e-01 9.685831611286310761e-01
3.090169943749471737e-01 9.510565162951536422e-01
3.681245526846781968e-01 9.297764858882513472e-01
4.257792915650725485e-01 9.048270524660195768e-01
4.817536741017156565e-01 8.763066800438633619e-01
5.358267949789966567e-01 8.443279255020150753e-01
5.877852522924735812e-01 8.090169943749471182e-01
6.374239897486899675e-01 7.705132427757890312e-01
6.845471059286891702e-01 7.289686274214109973e-01
7.289686274214118855e-01 6.845471059286883930e-01
7.705132427757892533e-01 6.374239897486896345e-01
8.090169943749477843e-01 5.877852522924725820e-01
8.443279255020147422e-01 5.358267949789971007e-01
8.763066800438631399e-01 4.817536741017161561e-01
9.048270524660193548e-01 4.257792915650730481e-01
9.297764858882511252e-01 3.681245526846786964e-01
9.510565162951535312e-01 3.090169943749477288e-01
9.685831611286309650e-01 2.486898871648554055e-01
9.822872507286886101e-01 1.873813145857247398e-01
9.921147013144777649e-01 1.253332335643047302e-01
9.980267284282715590e-01 6.279051952931331837e-02
1.000000000000000000e+00 3.061616997868383141e-16
9.980267284282715590e-01 -6.279051952931270775e-02
9.921147013144778759e-01 -1.253332335643041195e-01
9.822872507286886101e-01 -1.873813145857250173e-01
9.685831611286310761e-01 -2.486898871648548226e-01
9.510565162951536422e-01 -3.090169943749471182e-01
9.297764858882516803e-01 -3.681245526846773086e-01
9.048270524660192438e-01 -4.257792915650733256e-01
